Time (s),ax_body (m/s2),ay_body (m/s2),az_body (m/s2),wx_body (rad/s2),wy_body (rad/s2),wz_body (rad/s2),x_actual (m),y_actual (m),z_actual (m)
0.0,-0.011245968183596012,0.004733182753831243,9.802016401994113,0.000665419817193376,0.0009887246232024895,0.0010299264189454272,0.0,0.0,2.0000013651386923
0.001,-0.04712529479958825,-0.027302626731043132,12.509999404218323,-0.47525920792372894,8.718172891319471e-05,-0.0005078443760204915,-1.170208190722356e-24,1.5022588317827493e-09,2.000005514344588
0.002,-0.029466758957306674,0.00046147425300248,12.646174037568963,-0.9318938559099826,0.0006006027348711381,0.0016505330189370668,-7.051206851790842e-24,1.050965859853145e-08,2.000012554487809
0.003,-0.024757973370500362,-0.05733010741251544,12.77939320933708,-1.3730934972685092,0.0037751573474177204,-0.005472707512343477,-2.272102846174725e-23,3.8981099321362115e-08,2.000022590968683
0.004,0.019240413050308783,-0.012363826174202711,12.867189853735647,-1.795565896377335,0.0002470001753817191,-0.0004214268530258533,-5.423909115828242e-23,1.0474572790056054e-07,2.0000357276167056
0.005,0.014251499034372641,-0.015039449276580436,12.96175253632604,-2.1981564732825594,0.0012133172351156314,-0.0024845744121350746,-1.0896647308606375e-22,2.3140858329976043e-07,2.000052066590804
0.006,0.013388531999522033,-0.03746857774756265,13.056027767095928,-2.59325192531028,-0.00016280704870243838,0.0008673748456268685,-1.9468078216191518e-22,4.482479135405142e-07,2.0000717082814807
0.007,0.04446266088899822,-0.016163341501182905,13.154351263371764,-2.9613452563197495,-0.00207734933274988,0.0019236601887888454,-3.186692007699375e-22,7.901044706573456e-07,2.0000947512153484
0.008,0.013238643735747964,-0.03634345021283962,13.276585183109036,-3.3186151259982464,-0.0014223169227077978,0.0029799863082413925,-4.877128287816174e-22,1.297263134567542e-06,2.0001212919625107
0.009000000000000001,-0.006518561487084674,-0.04549442221045372,13.3639841602168,-3.6595363036053055,-0.0016726189788666506,-0.00016488506616092107,-7.077618369635537e-22,2.015327255600333e-06,2.0001514250471772
0.01,-0.023805869941153805,-0.06324434268373803,13.458349900017922,-3.984706336223845,0.00016651565021713374,0.0009111327529551851,-9.842295019208307e-22,2.995086138132139e-06,2.000185242861854
0.011,-0.014557851311943124,-0.07651752216483881,13.521539234322974,-4.291465485306956,-0.002553453589330803,0.00027490311374591515,-1.3232340283807859e-21,4.29237611446823e-06,2.0002228355853964
0.012,-0.016683610473072406,-0.03345850660445629,13.637347500046323,-4.586388803096582,0.0034956158434085727,0.0004201955150420109,-1.7319284259620806e-21,5.96793567900362e-06,2.000264291105179
0.013000000000000001,-0.01684143659131386,-0.08220850147366773,13.74091804016074,-4.86903549304027,-0.00221486036275955,-0.002822558562855952,-2.2172466341353632e-21,8.08725516809468e-06,2.000309694943579
0.014,0.03434449863131529,-0.04643196648884946,13.824609491892353,-5.1362598589693516,0.00016846197435154762,-0.00023473365928389697,-2.7852533170023194e-21,1.0720421481359484e-05,2.000359130188948
0.015,-0.007036955268664701,-0.06626015024694948,13.866246457332402,-5.38808327657549,-0.005135421253219134,-0.0009092121106587781,-3.441763713228345e-21,1.394195834573157e-05,2.0004126774312185
0.016,-0.010439400022165484,-0.09119571347702708,13.980352164113581,-5.625478242967674,-4.206772263379833e-05,-0.0018309024468476127,-4.193299534374948e-21,1.7830662624980544e-05,2.0004704147022405
0.017,0.014240568723148312,-0.09775508043687443,14.077388714919312,-5.849286911260255,0.0008687157452198338,0.0014468730556744054,-5.047748944848597e-21,2.2469437175057275e-05,2.000532417420947
0.018000000000000002,0.0026818436792957734,-0.10176316662475354,14.112395025576651,-6.059069135179745,0.0017596611717902422,0.0008401272917455165,-6.014077483085444e-21,2.7945120739991394e-05,2.000598758343403
0.019,-0.02173712542764898,-0.10570749204466075,14.219948150991547,-6.26024805281659,-0.0025955397731986306,-0.00144468183787028,-7.102011531010418e-21,3.434831537461929e-05,2.0006695075177823
0.02,-0.0056442847918077785,-0.07484450461650258,14.276412196986039,-6.44216975608739,0.0008220471451176757,-0.004741126638083444,-8.322356643074058e-21,4.1773211869582515e-05,2.0007447322442933
0.021,-0.01275016938597934,-0.12893958661976737,14.353199277728153,-6.621716050489117,-0.0029142450900241606,0.005350865914000705,-9.686684457887657e-21,5.0317413641209094e-05,2.0008244970400635
0.022,-0.028896043712793997,-0.07491581623680355,14.444396599271071,-6.788203839159785,-0.0011994657264221334,-0.0015163009288147095,-1.1206031406196079e-20,6.008175953443947e-05,2.000908863608972
0.023,-0.023402972847818282,-0.10582840169179314,14.503224452299769,-6.941232450994602,-0.0006753203580086235,0.0008796667784376872,-1.2890539689329869e-20,7.117014597121214e-05,2.0009978908164068
0.024,-0.020820088177990612,-0.1421654142054577,14.559860576744718,-7.077414950798659,-0.00045769951196869953,0.0011014477786518218,-1.4750092033277453e-20,8.368934885997332e-05,2.001091634668917
0.025,-0.015936718042787016,-0.11777773701464438,14.644495420675273,-7.211714372554389,-0.0002480313920082386,0.002125756880487133,-1.6795319812163988e-20,9.774884566447333e-05,2.0011901482987065
0.026000000000000002,-0.0317786923100819,-0.08305321005987977,14.706649592381222,-7.330223419523688,-0.0005299513923328771,0.000668764426373752,-1.903760437657196e-20,0.00011346063801197973,2.001293481952914
0.027,0.02413316432808327,-0.09332772588502797,14.747518051466496,-7.440320336974983,-0.0006781607339165271,-0.003342607179730815,-2.148771345071386e-20,0.00013093907520265937,2.001401682987614
0.028,-0.003961425469425406,-0.09046012119035797,14.843733505918948,-7.539424701235328,-0.0007313010765021545,0.0003570867990336458,-2.4155426085222858e-20,0.00015030067896331536,2.0015147958664556
0.029,0.05241005396013785,-0.12477031195784091,14.885815264867754,-7.630811741403403,9.113516620967813e-05,0.0010955408103483619,-2.7049840249257524e-20,0.00017166396977004043,2.0016328621638557
0.03,-0.0018809436151659797,-0.08253481498547055,14.902839610206174,-7.7137299848547,-0.0025762558726830868,0.00029852539976487827,-3.0179730637071695e-20,0.00019514929504577076,2.0017559205726485
0.031,0.024541066166742367,-0.10113889850748092,14.973173562665782,-7.784628677452721,0.003214237821775933,-0.0003671164371225856,-3.3554257495037434e-20,0.00022087865952028144,2.0018840069160855
0.032,-0.01207230285870054,-0.10014275410968439,15.018449843312851,-7.84510210172806,0.0024228505999277527,0.0025743731300259813,-3.718296578068314e-20,0.0002489755580219229,2.002017154164077
0.033,0.014283653354231617,-0.11371383461943615,15.083669428892863,-7.899839179088197,-0.00021336654324969777,-0.0005273280803291848,-4.1075436517956604e-20,0.00027956481095241226,2.0021553924535525
0.034,-0.014623963500842219,-0.15200678719927632,15.115034543670927,-7.947726434782043,-0.0010390939062086954,0.004427167934006972,-4.5241283753495774e-20,0.00031277240267830553,2.0022987491128115
0.035,-0.018849055848042286,-0.15634561491761664,15.17651120837177,-7.991977082474661,0.004751503908982542,-0.002227367556659536,-4.969015313274985e-20,0.00034872532305541866,2.0024472486897347
0.036000000000000004,0.026371548718989567,-0.15190278724464246,15.268946628493797,-8.026530286561126,0.001256717333870232,0.0023402920854385468,-5.443105896874577e-20,0.00038755141228546155,2.00260091298371
0.037,-0.0005227750826295431,-0.1159494340604904,15.260032991630293,-8.0491256163815,0.0031138758022492084,0.002152070933002306,-5.947135794925358e-20,0.0004293792092875188,2.0027597610811334
0.038,0.0252431153682635,-0.12634780659753736,15.329099751006169,-8.061242886694648,-0.001405522139831243,0.004283036072727882,-6.481704149973171e-20,0.000474337803750767,2.0029238093943267
0.039,0.003726330424567595,-0.12119429628418821,15.404694411944144,-8.074512817640354,-0.0003838514493326016,0.0015034841804479344,-7.04733879443576e-20,0.0005225566920189727,2.0030930717037205
0.04,-0.00617632083502825,-0.10624076665034626,15.375273687926478,-8.08140984454024,-0.0023831283198646525,-0.0003767599936188251,-7.64447111728484e-20,0.0005741629767529402,2.003267547622888
0.041,-0.04883175933061473,-0.1171728940385933,15.38964865037285,-8.081150946326984,-0.0010316689409249318,-0.001119028300583793,-8.273383311055393e-20,0.000629275267807335,2.0034471984454325
0.042,0.03189712942354019,-0.12232765876448216,15.361157139388249,-8.067142135720106,0.004010555553284889,0.0031541002633196863,-8.93430956815572e-20,0.0006880059677808726,2.0036319602728216
0.043000000000000003,0.0008585782739649165,-0.13370341929917876,15.31058261100689,-8.055544505738476,0.0016461319758805746,0.002070589864612765,-9.627520611475844e-20,0.0007504668937071872,2.0038217697379554
0.044,0.00017401321144604043,-0.10274033874559432,15.315907778935884,-8.037624350980725,0.00018319015080430924,0.001039353597101311,-1.0353164292122064e-19,0.0008167692116023532,2.0040165640049525
0.045,-0.008026361126203595,-0.07421158025306568,15.267481532386649,-8.008917102864405,-0.0012509012922998141,0.0005163095690640308,-1.1111231001289913e-19,0.0008870233749370608,2.004216280770538
0.046,0.0031148676121962268,-0.13663480725972993,15.239316963770523,-7.983362211756894,-0.0015131149688375142,0.00010823643477033236,-1.1901673650076645e-19,0.0009613390668798693,2.004420858266917
0.047,0.006413423304526456,-0.13562695749177625,15.202639497287551,-7.944064338434853,-0.002955161494815372,-0.0022706831447017527,-1.2724447451558487e-19,0.0010398251461627385,2.0046302352660152
0.048,-0.05535143489031057,-0.10533458150286396,15.18863980327538,-7.904463359620578,-0.0019984230367140784,0.00014422687787855854,-1.3579544901551013e-19,0.0011225895964245543,2.0048443510849654
0.049,-0.005404684607881718,-0.10687012443127755,15.187508030198826,-7.865343745672699,-0.0035024589857286024,-0.0005966625984049788,-1.4467030576717039e-19,0.0012097394788926556,2.0050631455927315
0.05,0.01385955983724004,-0.14481820673463489,15.132056713615057,-7.810373797424336,0.0028886841696359475,0.0016814233182931156,-1.5387040720294644e-19,0.0013013808882664628,2.0052865592177467
0.051000000000000004,-0.024586209499652543,-0.10134457396020283,15.096348113740206,-7.76392964907436,-0.0002236502953979204,-0.0008802196718421285,-1.6339782858497852e-19,0.0013976189116712355,2.0055145329564645
0.052000000000000005,0.008404783997175423,-0.11240117846959757,15.076549798913888,-7.703813345023483,0.0013251102401202139,-0.0010827243604787766,-1.7325535446523364e-19,0.0014985575905537801,2.005747008382705
0.053,0.010288748975727052,-0.07307515621896216,15.079030361107375,-7.643834201734214,0.0018753924952815712,0.0006211094040708229,-1.8344682338042549e-19,0.001604299885395596,2.0059839276576974
0.054,-0.029141826733078878,-0.1264526042631044,15.029797433341326,-7.578681076223226,0.002732819878284736,-0.001242635448118654,-1.939779064989458e-19,0.0017149476431225265,2.0062252335407154
0.055,0.0008088096729913884,-0.12758092365180668,15.002288277465334,-7.512180637530352,0.0009937937674861454,-0.00224481625521112,-2.0485692555082176e-19,0.0018306015670934727,2.006470869400207
0.056,-0.04115481569915431,-0.12405070058700118,14.978890479292392,-7.438673214662634,-0.00379939491243749,0.0015354529538555628,-2.1609410617622176e-19,0.0019513611895541584,2.006720779225328
0.057,-0.04462945840673887,-0.1285595002277316,14.96050232401257,-7.3644319224314705,-0.0012183700620077178,-0.0017807301781506395,-2.277000539222408e-19,0.0020773248464453025,2.0069749076377845
0.058,-0.0037122464828123238,-0.1211793497335043,14.942526991593176,-7.292586058458576,0.0015138690054051628,-0.0031203071857694685,-2.39684887015342e-19,0.0022085896544578867,2.007233199903908
0.059000000000000004,-0.00030833129828998246,-0.1404434699760852,14.953521917538193,-7.210258551853447,0.0005243885077734138,0.0025868324727118127,-2.5205741868102955e-19,0.00234525149023149,2.007495601946872
0.06,0.02319837705793898,-0.09720544232188527,14.947179235956968,-7.127916473407171,-0.004757920227762847,0.0010094815295507821,-2.648256374663552e-19,0.0024874049715949156,2.0077620603589854
0.061,-0.03093022054937852,-0.12609334160331934,14.912506749218764,-7.044298300475337,0.0011038076561079033,-0.001797032416633711,-2.779975311951944e-19,0.002635143440751562,2.008032522413981
0.062,0.00017793710024153756,-0.11050563661293447,14.90883939530461,-6.9581727572512255,0.0005072981716477035,-0.0030132646845445507,-2.915814332965257e-19,0.0027885589493151864,2.0083069360792387
0.063,0.02109659123050018,-0.09463892008843297,14.853363667020394,-6.866539557917787,-0.0011203425302473919,0.0027878742450983423,-3.0558671077668953e-19,0.002947742245104873,2.0085852500278776
0.064,-0.012328503062560617,-0.1129992571905016,14.87316741394944,-6.772658660652727,-0.0014155972480714312,0.002481913141849636,-3.2002376151595967e-19,0.0031127827606111705,2.008867413650659
0.065,0.05137033614107251,-0.11088741102191405,14.827827206181098,-6.684862357893396,0.002213169218001596,-0.002527158479197978,-3.3490298115232347e-19,0.0032837686030484613,2.009153377067647
0.066,-0.018926853307258247,-0.10624054474169779,14.862800425938577,-6.58534628963992,-2.186924534647832e-05,-0.0029533669827312304,-3.502344202263354e-19,0.0034607865459117277,2.009443091139575
0.067,-0.05800106070318732,-0.10558924921110407,14.847373049204961,-6.494509944864224,-0.0021409539505331367,-0.0019071983114242175,-3.6602881503944115e-19,0.0036439220219589147,2.0097365074788764
