Time (s),ax_body (m/s2),ay_body (m/s2),az_body (m/s2),wx_body (rad/s2),wy_body (rad/s2),wz_body (rad/s2),x_actual (m),y_actual (m),z_actual (m)
0.033,2.819508670329847e-17,-2.880122362945999e-35,4.264483270430665,-3.495206195369415e-35,9.25185853854297e-17,6.16790569236198e-17,7.829407261264182e-21,8.416453498409833e-39,2.002503378659799
0.034,2.910300691601041e-17,-2.907359477419352e-35,4.261101354466781,-3.4952061953694096e-35,9.25185853854297e-17,6.16790569236198e-17,8.561772365862706e-21,9.554114364888847e-39,2.00265217079073
0.035,3.0010928960213607e-17,-2.940194316199534e-35,4.257699642574709,-3.4952061953694085e-35,9.25185853854297e-17,6.16790569236198e-17,9.338383814492282e-21,1.0805881035652347e-38,2.002805218910478
0.036000000000000004,3.091885284910116e-17,-2.9786268770385966e-35,4.254277992155307,-3.4952061953694106e-35,9.25185853854297e-17,6.16790569236198e-17,1.0160531859742084e-20,1.2178516601604777e-38,2.002962519587352
0.037,3.1826778595976226e-17,-3.022657157669832e-35,4.250836259419344,-3.4952061953694106e-35,9.25185853854297e-17,6.16790569236198e-17,1.1029506052078427e-20,1.367886088392858e-38,2.0031240693695054
0.038,3.273470621425297e-17,-3.072285155807632e-35,4.247374299378178,-3.495206195369419e-35,9.25185853854297e-17,6.16790569236198e-17,1.1946595233752264e-20,1.53138303440516e-38,2.0032898647847914
0.039,3.3642635717457336e-17,-3.127510869147316e-35,4.243891965834424,-3.495206195369417e-35,9.25185853854297e-17,6.16790569236198e-17,1.2913087532648532e-20,1.7090417992620978e-38,2.003459902340616
0.04,3.455056711922802e-17,-3.188334295365025e-35,4.240389111372595,-3.4952061953694213e-35,9.25185853854297e-17,6.16790569236198e-17,1.393027035607676e-20,1.9015693297472056e-38,2.00363417852379
0.041,3.545850043331725e-17,-3.2547554321175314e-35,4.23686558734971,-3.4952061953694235e-35,9.25185853854297e-17,6.16790569236198e-17,1.499943038450235e-20,2.1096802090580673e-38,2.0038126898003794
0.042,3.6366435673591706e-17,-3.3267742770421103e-35,4.233321243885886,-3.4952061953694235e-35,9.25185853854297e-17,6.16790569236198e-17,1.6121853565217863e-20,2.3340966473987132e-38,2.0039954326155556
0.043000000000000003,3.7274372854033374e-17,-3.404390827756402e-35,4.229755929854912,-3.4952061953694256e-35,9.25185853854297e-17,6.16790569236198e-17,1.729882510595381e-20,2.575548472467993e-38,2.0041824033934432
0.044,3.8182311988740414e-17,-3.487605081858239e-35,4.226169492874801,-3.49520619536943e-35,9.25185853854297e-17,6.16790569236198e-17,1.8531629468428222e-20,2.8347731198427266e-38,2.004373598536967
0.045,3.9090253091928043e-17,-3.576417036925509e-35,4.222561779298305,-3.4952061953694277e-35,9.25185853854297e-17,6.16790569236198e-17,1.9821550361834435e-20,3.112515623254416e-38,2.0045690144276973
0.046,3.9998196177929447e-17,-3.670826690516019e-35,4.218932634203467,-3.4952061953694363e-35,9.25185853854297e-17,6.16790569236198e-17,2.1169870736266457e-20,3.4095286047582885e-38,2.0047686474256956
0.047,4.0906141261196574e-17,-3.770834040167305e-35,4.215281901384099,-3.495206195369434e-35,9.25185853854297e-17,6.16790569236198e-17,2.2577872776081275e-20,3.7265722647934295e-38,2.0049724938693565
0.048,4.1814088356301116e-17,-3.876439083396534e-35,4.211609423340295,-3.4952061953694427e-35,9.25185853854297e-17,6.16790569236198e-17,2.404683789319747e-20,4.0644143721327477e-38,2.0051805500752495
0.049,4.27220374779353e-17,-3.9876418177003166e-35,4.2079150412689135,-3.4952061953694406e-35,9.25185853854297e-17,6.16790569236198e-17,2.5578046720329484e-20,4.423830253721499e-38,2.0053928123379605
0.05,4.362998864091281e-17,-4.1044422405545655e-35,4.204198595054065,-3.495206195369445e-35,9.25185853854297e-17,6.16790569236198e-17,2.7172779104156926e-20,4.805602784403089e-38,2.0056092769299307
0.051000000000000004,4.4537941860169704e-17,-4.226840349414352e-35,4.200459923257586,-3.495206195369449e-35,9.25185853854297e-17,6.16790569236198e-17,2.883231409842822e-20,5.210522376530844e-38,2.0058299401012945
0.052000000000000005,4.544589715076523e-17,-4.3548361417137815e-35,4.196698863109532,-3.495206195369451e-35,9.25185853854297e-17,6.16790569236198e-17,3.0557929956997955e-20,5.639386969464448e-38,2.006054798079715
0.053,4.63538545278827e-17,-4.488429614865756e-35,4.192915250498649,-3.495206195369451e-35,9.25185853854297e-17,6.16790569236198e-17,3.235090412679728e-20,6.093002018949706e-38,2.0062838470702204
0.054,4.726181400683044e-17,-4.627620766261931e-35,4.189108919962864,-3.4952061953694577e-35,9.25185853854297e-17,6.16790569236198e-17,3.4212513240736684e-20,6.572180486380296e-38,2.0065170832550385
0.055,4.816977560304262e-17,-4.7724095932725053e-35,4.185279704679795,-3.4952061953694534e-35,9.25185853854297e-17,6.16790569236198e-17,3.614403311054043e-20,7.077742827940145e-38,2.006754502793427
0.056,4.907773933208017e-17,-4.922796093246072e-35,4.181427436457243,-3.49520619536946e-35,9.25185853854297e-17,6.16790569236198e-17,3.8146738719512054e-20,7.610516983625061e-38,2.0069961018215063
0.057,4.998570520963158e-17,-5.078780263509509e-35,4.177551945723728,-3.49520619536946e-35,9.25185853854297e-17,6.16790569236198e-17,4.022190421523015e-20,8.17133836614223e-38,2.0072418764520896
0.058,5.089367325151383e-17,-5.240362101367752e-35,4.173653061519024,-3.495206195369462e-35,9.25185853854297e-17,6.16790569236198e-17,4.237080290217383e-20,8.761049849686166e-38,2.0074918227745093
0.059000000000000004,5.1801643473673314e-17,-5.407541604103753e-35,4.169730611484733,-3.495206195369466e-35,9.25185853854297e-17,6.16790569236198e-17,4.45947072342771e-20,9.380501758589715e-38,2.0077459368544455
0.06,5.27096158921866e-17,-5.580318768978243e-35,4.165784421854854,-3.4952061953694684e-35,9.25185853854297e-17,6.16790569236198e-17,4.689488880741152e-20,1.0030551855848641e-37,2.0080042147337513
0.061,5.361759052326136e-17,-5.758693593229621e-35,4.161814317446426,-3.4952061953694684e-35,9.25185853854297e-17,6.16790569236198e-17,4.927261835179634e-20,1.0712065331518397e-37,2.008266652430277
0.062,5.4525567383237245e-17,-5.942666074073791e-35,4.157820121650159,-3.495206195369475e-35,9.25185853854297e-17,6.16790569236198e-17,5.172916572433553e-20,1.1425914790981553e-37,2.0085332459376914
0.063,5.543354648858672e-17,-6.13223620870405e-35,4.153801656421129,-3.4952061953694705e-35,9.25185853854297e-17,6.16790569236198e-17,5.42657999008809e-20,1.217298024308446e-37,2.0088039912253053
0.064,5.634152785591594e-17,-6.327403994290916e-35,4.1497587422694995,-3.495206195369477e-35,9.25185853854297e-17,6.16790569236198e-17,5.68837889684206e-20,1.2954149088141602e-37,2.0090788842378893
0.065,5.724951150196553e-17,-6.52816942798192e-35,4.145691198251306,-3.495206195369477e-35,9.25185853854297e-17,6.16790569236198e-17,5.95844001171923e-20,1.377031610580616e-37,2.0093579208954937
0.066,5.815749744361164e-17,-6.734532506901632e-35,4.141598841959263,-3.4952061953694855e-35,9.25185853854297e-17,6.16790569236198e-17,6.236889963272033e-20,1.4622383442805227e-37,2.009641097093264
0.067,5.90654856978665e-17,-6.946493228151336e-35,4.137481489513645,-3.4952061953694833e-35,9.25185853854297e-17,6.16790569236198e-17,6.523855288777596e-20,1.551126060053817e-37,2.0099284087012563
0.068,5.99734762818795e-17,-7.164051588808984e-35,4.1333389555532225,-3.4952061953694876e-35,9.25185853854297e-17,6.16790569236198e-17,6.819462433426022e-20,1.6437864422536525e-37,2.010219851564253
0.069,6.088146921293787e-17,-7.387207585929004e-35,4.129171053226257,-3.4952061953694855e-35,9.25185853854297e-17,6.16790569236198e-17,7.123837749500843e-20,1.7403119081783901e-37,2.010515421501574
0.07,6.178946450846763e-17,-7.615961216542236e-35,4.1249775941815585,-3.495206195369494e-35,9.25185853854297e-17,6.16790569236198e-17,7.437107495551563e-20,1.840795606789426e-37,2.0108151143068858
0.07100000000000001,6.26974621860343e-17,-7.850312477655709e-35,4.120758388559638,-3.495206195369494e-35,9.25185853854297e-17,6.16790569236198e-17,7.759397835558232e-20,1.9453314174146983e-37,2.0111189257480144
